product_title,craft_type,material_cost,price,median_competitor_price,cost_floor,source
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,90.0,450,550,250,synthetic_benchmark
Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,680.0,1750,2200,1050,synthetic_benchmark
Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,310.0,950,1100,550,synthetic_benchmark
Phulkari Hand-Embroidered Traditional Dupatta,Embroidery,930.0,2450,3000,1400,synthetic_benchmark
Vintage Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,370.0,900,1100,600,synthetic_benchmark
Vintage Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,1010.0,1950,2250,1500,synthetic_benchmark
100W Type-C Heavy Duty Braided Charging Cable 2m,Electronics,880.0,2250,2750,1350,synthetic_benchmark
Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,1350.0,2450,2750,2000,synthetic_benchmark
Handmade Kundan & Pearl Jhumka Earrings,Jewelry,600.0,1600,1950,950,synthetic_benchmark
Deluxe Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,1260.0,3850,5150,1850,synthetic_benchmark
Vintage Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,1540.0,3100,3800,2250,synthetic_benchmark
Handmade Kundan & Pearl Jhumka Earrings,Jewelry,950.0,3700,4600,1450,synthetic_benchmark
Handcrafted Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,420.0,1550,2000,700,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,1320.0,3900,4450,1950,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1240.0,5200,6000,1850,synthetic_benchmark
Eco-Friendly Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,950.0,3100,3500,1450,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1450.0,3950,4350,2150,synthetic_benchmark
Classic Handmade Brass Pooja Bell with Peacock Handle,Metalwork,350.0,900,1200,600,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1950.0,6300,8050,2850,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,1620.0,4550,5550,2350,synthetic_benchmark
Handmade Mango Wood Candle Stand Pair,Woodwork,640.0,2350,2850,1000,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,2120.0,5350,6000,3050,synthetic_benchmark
Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,140.0,650,750,300,synthetic_benchmark
Custom Cast Iron Artisan Skillet Fry Pan,Metalwork,470.0,1600,2050,750,synthetic_benchmark
Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,2250.0,5350,6900,3250,synthetic_benchmark
Handmade Brass Pooja Bell with Peacock Handle,Metalwork,1360.0,3600,4250,2000,synthetic_benchmark
Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,860.0,2050,2550,1300,synthetic_benchmark
Vintage Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,690.0,2300,2900,1050,synthetic_benchmark
Eco-Friendly Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,720.0,1150,1500,1100,synthetic_benchmark
Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,470.0,1250,1400,750,synthetic_benchmark
Handloom Pure Silk Banarasi Saree with Zari Border,Handloom Textile,2130.0,4700,5750,3100,synthetic_benchmark
Handcrafted Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,3190.0,8800,10850,4550,synthetic_benchmark
Classic Khadi Cotton Handloom Kurta for Men,Handloom Textile,2790.0,5600,7500,4000,synthetic_benchmark
Authentic Terracotta Handpainted Statement Jewelry Set,Jewelry,1430.0,4400,5950,2100,synthetic_benchmark
Artisan Hand-Carved Wooden Wall Panel Relief,Woodwork,390.0,1250,1650,650,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,370.0,950,1150,600,synthetic_benchmark
Premium Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1560.0,5050,5800,2300,synthetic_benchmark
7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,1330.0,2650,3350,1950,synthetic_benchmark
Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,940.0,2250,2900,1400,synthetic_benchmark
Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,280.0,850,1100,500,synthetic_benchmark
Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,500.0,1750,2150,800,synthetic_benchmark
Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,590.0,2000,2600,950,synthetic_benchmark
Handcrafted Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,1600.0,4550,5250,2350,synthetic_benchmark
Handmade Wooden Coaster Set of 6 with Stand,Woodwork,340.0,1250,1450,600,synthetic_benchmark
100W Type-C Heavy Duty Braided Charging Cable 2m,Electronics,910.0,1550,1950,1350,synthetic_benchmark
Hand-Embroidered Chikankari Cotton Kurti,Embroidery,740.0,1750,2150,1150,synthetic_benchmark
Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,1140.0,3200,4000,1700,synthetic_benchmark
Handmade Mango Wood Candle Stand Pair,Woodwork,640.0,1450,1850,1000,synthetic_benchmark
Handcrafted Handmade Mango Wood Candle Stand Pair,Woodwork,250.0,950,1200,450,synthetic_benchmark
Traditional Handmade Brass Diya Oil Lamp Hanging,Metalwork,580.0,1700,2100,900,synthetic_benchmark
Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,460.0,1300,1550,750,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1790.0,7200,8400,2600,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1700.0,5000,6450,2500,synthetic_benchmark
Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,180.0,750,900,350,synthetic_benchmark
Handmade Mango Wood Candle Stand Pair,Woodwork,730.0,2450,3200,1100,synthetic_benchmark
Handcrafted Handmade Kundan & Pearl Jhumka Earrings,Jewelry,1420.0,5750,7050,2100,synthetic_benchmark
Deluxe Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,540.0,1450,1800,850,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,250.0,800,1050,450,synthetic_benchmark
Eco-Friendly Khadi Cotton Handloom Kurta for Men,Handloom Textile,1340.0,3950,4500,2000,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,2650.0,7100,8450,3800,synthetic_benchmark
Phulkari Hand-Embroidered Traditional Dupatta,Embroidery,730.0,2200,2550,1100,synthetic_benchmark
Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,400.0,1600,2050,650,synthetic_benchmark
Premium Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,310.0,1100,1450,550,synthetic_benchmark
Traditional Temple Jewelry Gold Plated Pendant,Jewelry,2000.0,8000,10150,2900,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,1180.0,2500,3300,1750,synthetic_benchmark
Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1940.0,4950,6350,2800,synthetic_benchmark
Custom 45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,360.0,950,1200,600,synthetic_benchmark
Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,170.0,550,650,350,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,260.0,600,750,450,synthetic_benchmark
Deluxe Sandalwood Carved Incense Stick Holder,Woodwork,970.0,3250,3650,1450,synthetic_benchmark
Traditional Jamdani Cotton Saree,Handloom Textile,1910.0,5350,6400,2750,synthetic_benchmark
10000mAh Magnetic Wireless Power Bank Fast Charge,Electronics,820.0,1600,2150,1250,synthetic_benchmark
Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,2410.0,6800,7950,3450,synthetic_benchmark
Authentic Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,450.0,1500,1750,750,synthetic_benchmark
Sandalwood Carved Incense Stick Holder,Woodwork,460.0,1100,1400,750,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,1510.0,3750,4450,2200,synthetic_benchmark
Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,170.0,700,750,350,synthetic_benchmark
Traditional Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,160.0,800,900,300,synthetic_benchmark
Handmade Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,270.0,1000,1350,500,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,1310.0,2900,3250,1950,synthetic_benchmark
Traditional Temple Jewelry Gold Plated Pendant,Jewelry,640.0,1950,2550,1000,synthetic_benchmark
Classic Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,1970.0,5000,6600,2850,synthetic_benchmark
Traditional Temple Jewelry Gold Plated Pendant,Jewelry,750.0,3250,3800,1150,synthetic_benchmark
Handmade Mango Wood Candle Stand Pair,Woodwork,760.0,2500,3050,1150,synthetic_benchmark
Pochampally Ikat Handwoven Saree,Handloom Textile,860.0,2100,2400,1300,synthetic_benchmark
Custom Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,950.0,2050,2500,1450,synthetic_benchmark
Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1200.0,3450,3900,1800,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,480.0,1150,1500,750,synthetic_benchmark
Noise Cancelling Over-Ear Studio Headphones,Electronics,300.0,900,1200,500,synthetic_benchmark
Handcrafted Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,1250.0,3350,3800,1850,synthetic_benchmark
Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,60.0,500,650,200,synthetic_benchmark
Vintage Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,120.0,500,600,250,synthetic_benchmark
Artisan Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,160.0,650,850,300,synthetic_benchmark
Hand-Beaten Brass Dining Platter Thali Set,Metalwork,810.0,2300,2650,1250,synthetic_benchmark
Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,2350.0,6150,6900,3400,synthetic_benchmark
Deluxe Authentic Kanjivaram Silk Festive Saree,Handloom Textile,3360.0,9000,10800,4800,synthetic_benchmark
Deluxe Handloom Pure Silk Banarasi Saree with Zari Border,Handloom Textile,2360.0,5750,7000,3400,synthetic_benchmark
Authentic Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,110.0,350,400,250,synthetic_benchmark
Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1110.0,2550,3050,1650,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,560.0,1700,2200,900,synthetic_benchmark
Eco-Friendly Sandalwood Carved Incense Stick Holder,Woodwork,1160.0,3950,4400,1700,synthetic_benchmark
45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,490.0,1200,1550,800,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,3250.0,8700,10400,4650,synthetic_benchmark
Vintage Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,450.0,1200,1350,750,synthetic_benchmark
Authentic Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,2010.0,5550,7250,2900,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,690.0,1500,1900,1050,synthetic_benchmark
Authentic Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,1650.0,3850,5100,2400,synthetic_benchmark
Handmade Terracotta Decorative Wall Hanging,Pottery & Clay,290.0,850,1150,500,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,690.0,2650,3500,1050,synthetic_benchmark
Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,860.0,2250,3000,1300,synthetic_benchmark
Sandalwood Carved Incense Stick Holder,Woodwork,1180.0,3750,5050,1750,synthetic_benchmark
Deluxe 10000mAh Magnetic Wireless Power Bank Fast Charge,Electronics,1490.0,3500,4550,2200,synthetic_benchmark
Classic Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,1690.0,5300,6700,2450,synthetic_benchmark
Authentic Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,920.0,2550,3100,1400,synthetic_benchmark
Terracotta Handpainted Statement Jewelry Set,Jewelry,1670.0,5900,6850,2450,synthetic_benchmark
Deluxe Handmade Mango Wood Candle Stand Pair,Woodwork,650.0,1900,2250,1000,synthetic_benchmark
Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,1150.0,2400,3100,1700,synthetic_benchmark
Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1160.0,3050,3600,1700,synthetic_benchmark
Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,670.0,2250,2500,1050,synthetic_benchmark
Hand-Embroidered Chikankari Cotton Kurti,Embroidery,930.0,2150,2600,1400,synthetic_benchmark
Handmade Brass Pooja Bell with Peacock Handle,Metalwork,560.0,1850,2500,900,synthetic_benchmark
10000mAh Magnetic Wireless Power Bank Fast Charge,Electronics,710.0,1950,2400,1100,synthetic_benchmark
Organic Handloom Linen Scarf with Tassels,Handloom Textile,2230.0,6850,8050,3200,synthetic_benchmark
Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,560.0,1650,2050,900,synthetic_benchmark
Handmade Ergonomic Wireless Silent Optical Mouse,Electronics,870.0,1600,1900,1300,synthetic_benchmark
Handmade Crocheted Cotton Baby Blanket,Embroidery,290.0,1050,1250,500,synthetic_benchmark
Authentic Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,260.0,800,1050,450,synthetic_benchmark
Handmade Mango Wood Candle Stand Pair,Woodwork,1140.0,3150,4050,1700,synthetic_benchmark
Handmade Authentic Kanjivaram Silk Festive Saree,Handloom Textile,1110.0,2450,2950,1650,synthetic_benchmark
Handmade Traditional Temple Jewelry Gold Plated Pendant,Jewelry,480.0,1950,2350,750,synthetic_benchmark
Classic Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,840.0,2650,3550,1300,synthetic_benchmark
Artisan Phulkari Hand-Embroidered Traditional Dupatta,Embroidery,810.0,2350,2850,1250,synthetic_benchmark
Noise Cancelling Over-Ear Studio Headphones,Electronics,840.0,1550,1950,1300,synthetic_benchmark
Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1650.0,6600,7300,2400,synthetic_benchmark
Classic Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,290.0,750,850,500,synthetic_benchmark
Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,500.0,1600,1850,800,synthetic_benchmark
Authentic Cast Iron Artisan Skillet Fry Pan,Metalwork,860.0,2500,2750,1300,synthetic_benchmark
Traditional Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,970.0,3400,4050,1450,synthetic_benchmark
Handmade Wooden Coaster Set of 6 with Stand,Woodwork,190.0,700,750,350,synthetic_benchmark
Artisan Sandalwood Carved Incense Stick Holder,Woodwork,1140.0,2600,3300,1700,synthetic_benchmark
Custom Earthen Clay Cooking Handi Pot,Pottery & Clay,190.0,550,650,350,synthetic_benchmark
Handmade Wooden Coaster Set of 6 with Stand,Woodwork,810.0,2350,2900,1250,synthetic_benchmark
Handmade Mango Wood Candle Stand Pair,Woodwork,200.0,950,1200,400,synthetic_benchmark
Exquisite Sandalwood Carved Incense Stick Holder,Woodwork,1180.0,3550,4350,1750,synthetic_benchmark
Authentic Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,800.0,2450,3250,1200,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,200.0,700,900,400,synthetic_benchmark
Pochampally Ikat Handwoven Saree,Handloom Textile,2530.0,6450,7400,3650,synthetic_benchmark
Eco-Friendly Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,330.0,1100,1250,550,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,360.0,850,1000,600,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,560.0,1400,1600,900,synthetic_benchmark
Premium Handmade Wooden Coaster Set of 6 with Stand,Woodwork,560.0,1900,2350,900,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,2000.0,5250,6650,2900,synthetic_benchmark
Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1550.0,4300,5400,2250,synthetic_benchmark
Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,260.0,900,1000,450,synthetic_benchmark
Exquisite Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,390.0,1200,1600,650,synthetic_benchmark
Custom Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1570.0,3650,4650,2300,synthetic_benchmark
Handmade Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,1300.0,4400,4850,1900,synthetic_benchmark
Handmade Wooden Coaster Set of 6 with Stand,Woodwork,440.0,1600,1950,700,synthetic_benchmark
Traditional Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,210.0,550,650,400,synthetic_benchmark
Authentic Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,340.0,1100,1250,600,synthetic_benchmark
Artisan Hand-Embroidered Chikankari Cotton Kurti,Embroidery,650.0,2100,2800,1000,synthetic_benchmark
Classic Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,190.0,700,900,350,synthetic_benchmark
Handmade Brass Meenakari Enamel Bangles Set,Jewelry,690.0,1950,2350,1050,synthetic_benchmark
Authentic Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,750.0,2200,2400,1150,synthetic_benchmark
Handmade Mango Wood Candle Stand Pair,Woodwork,940.0,2950,3900,1400,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,380.0,1150,1300,650,synthetic_benchmark
Artisan Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,990.0,4200,5350,1500,synthetic_benchmark
Eco-Friendly Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,530.0,1950,2550,850,synthetic_benchmark
Artisan Hand-Carved Wooden Wall Panel Relief,Woodwork,880.0,2150,2550,1350,synthetic_benchmark
Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1690.0,4750,5650,2450,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,1160.0,2450,3100,1700,synthetic_benchmark
Artisan Handmade Mango Wood Candle Stand Pair,Woodwork,250.0,1150,1400,450,synthetic_benchmark
Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,1270.0,2750,3550,1900,synthetic_benchmark
Traditional Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,1740.0,4050,4800,2550,synthetic_benchmark
Handmade Wooden Coaster Set of 6 with Stand,Woodwork,180.0,500,600,350,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,490.0,1100,1450,800,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,480.0,1100,1350,750,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,560.0,1450,1700,900,synthetic_benchmark
Premium Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,520.0,1750,2300,850,synthetic_benchmark
Authentic Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1700.0,4900,6300,2500,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1080.0,3050,3600,1600,synthetic_benchmark
Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1040.0,3300,3800,1550,synthetic_benchmark
10000mAh Magnetic Wireless Power Bank Fast Charge,Electronics,280.0,900,1100,500,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,2190.0,8100,9100,3150,synthetic_benchmark
10000mAh Magnetic Wireless Power Bank Fast Charge,Electronics,540.0,1550,1950,850,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,490.0,1850,2050,800,synthetic_benchmark
Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1770.0,4700,6050,2600,synthetic_benchmark
Handmade Terracotta Decorative Wall Hanging,Pottery & Clay,180.0,650,800,350,synthetic_benchmark
Earthen Clay Cooking Handi Pot,Pottery & Clay,390.0,950,1150,650,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,1690.0,5400,6300,2450,synthetic_benchmark
Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,780.0,2800,3200,1200,synthetic_benchmark
Handcrafted Handmade Mango Wood Candle Stand Pair,Woodwork,920.0,2950,3850,1400,synthetic_benchmark
Handmade Wooden Coaster Set of 6 with Stand,Woodwork,940.0,3050,4100,1400,synthetic_benchmark
